"Variável","Média","Desvio.Padrão"
"Energia (Energy)",0.693046933449326,0.164838078428606
"Dançabilidade (Danceability)",0.660115702479339,0.141136659546814
"Valência (Valence)",0.53511004784689,0.227820575517658
"Tempo (Tempo)",120.512450195737,27.6177293309289
